下午 05:08:16-> DCON Error_GET_MODULE_NAME,B[115200],F[N,8,1], C[Disable], Cmd [$80M], Rec []Raw []
下午 05:08:16-> Modbus Timeout_MODULE_NAME, Ret [15], , CmdType [100], Cmd [80 46 00 42 48], Rec []
下午 05:08:17-> DCON Error_GET_MODULE_NAME,B[9600],F[N,8,1], C[Disable], Cmd [$80M], Rec []Raw []
下午 05:08:17-> Modbus Timeout_MODULE_NAME, Ret [15], , CmdType [100], Cmd [80 46 00 42 48], Rec []
下午 05:08:17-> DCON Error_GET_MODULE_NAME,B[115200],F[N,8,1], C[Disable], Cmd [$00M], Rec []Raw []
下午 05:08:18-> Modbus Timeout_MODULE_NAME, Ret [15], , CmdType [100], Cmd [00 46 00 43 A0], Rec []
下午 05:08:18-> DCON Error_GET_MODULE_NAME,B[9600],F[N,8,1], C[Disable], Cmd [$00M], Rec []Raw []
下午 05:08:18-> Modbus Timeout_MODULE_NAME, Ret [15], , CmdType [100], Cmd [00 46 00 43 A0], Rec []
下午 05:08:19-> DCON Error_GET_MODULE_NAME,B[115200],F[N,8,1], C[Disable], Cmd [$81M], Rec []Raw []
下午 05:08:19-> Modbus Timeout_MODULE_NAME, Ret [15], , CmdType [100], Cmd [81 46 00 13 88], Rec []
下午 05:08:19-> DCON Error_GET_MODULE_NAME,B[9600],F[N,8,1], C[Disable], Cmd [$81M], Rec []Raw []
下午 05:08:20-> Modbus Timeout_MODULE_NAME, Ret [15], , CmdType [100], Cmd [81 46 00 13 88], Rec []
下午 05:08:20-> DCON GET_MODULE_NAME,B[115200],F[N,8,1], C[Disable], Cmd [$01M], Rec [!01RU-87P1]Raw [21 30 31 52 55 2D 38 37 50 31 ]
下午 05:08:20-> DCON GET_MODULE_FIRMWARE,B[115200],F[N,8,1], C[Disable], Cmd [$01F], Rec [!01A4.0]Raw [21 30 31 41 34 2E 30 ]
下午 05:08:20-> DCON READ_GetRUDipSwitch,B[115200],F[N,8,1], C[Disable], Cmd [$01L], Rec [!0163]Raw [21 30 31 36 33 ]
下午 05:08:20-> DCON READ_GetHotSwapSlotStatus_0,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ0], Rec [!0107]Raw [21 30 31 30 37 ]
下午 05:08:20-> DCON GET_MODULE_FIRMWARE,B[115200],F[N,8,1], C[Disable], Cmd [$01F], Rec [!01A4.0]Raw [21 30 31 41 34 2E 30 ]
下午 05:08:20-> DCON GET_MODULE_PROTOCOL,B[115200],F[None Parity], C[Disable], Cmd [$01P], Rec [?01]Raw [3F 30 31 ]
下午 05:08:20-> DCON Error_GET_MODULE_PROTOCOL,B[115200],F[N,8,1], C[Disable], Cmd [$01P], Rec [?01]Raw [3F 30 31 ]
下午 05:08:20-> DCON Error_GET_MODULE_NAME,B[115200],F[N,8,1], C[Disable], Cmd [$02M], Rec []Raw []
下午 05:08:20-> Modbus Timeout_MODULE_NAME, Ret [15], , CmdType [100], Cmd [01 46 00 12 60], Rec []
下午 05:08:21-> DCON Error_GET_MODULE_NAME,B[9600],F[N,8,1], C[Disable], Cmd [$01M], Rec []Raw []
下午 05:08:21-> Modbus Timeout_MODULE_NAME, Ret [15], , CmdType [100], Cmd [01 46 00 12 60], Rec []
下午 05:08:22-> DCON READ_GetRUDipSwitch,B[115200],F[N,8,1], C[Disable], Cmd [$01L], Rec [!0163]Raw [21 30 31 36 33 ]
下午 05:08:24-> DCON GET_GetHotSwapIOResetTime,B[115200],F[N,8,1], C[Disable], Cmd [~01RC], Rec [!0100]Raw [21 30 31 30 30 ]
下午 05:08:24-> DCON GET_GetSlotEEPID_0,B[115200],F[N,8,1], C[Disable], Cmd [~01HM0], Rec [!0187018]Raw [21 30 31 38 37 30 31 38 ]
下午 05:08:24-> DCON GET_GetHotSwapSlotCmdCnt_0,B[115200],F[N,8,1], C[Disable], Cmd [~01HT0], Rec [!010C]Raw [21 30 31 30 43 ]
下午 05:08:24-> DCON SET_Set0 87PContinous as 0 begin,B[115200],F[N,8,1], C[Disable], Cmd [$01E0], Rec [!01]Raw [21 30 31 ]
下午 05:08:25-> DCON GET_Get0 HotSwapSlotCMD 1,B[115200],F[N,8,1], C[Disable], Cmd [~01HG001], Rec [!010B%02050A00!F24S0]Raw [21 30 31 30 42 25 30 32 30 35 30 41 30 30 21 46 32 34 53 30 ]
下午 05:08:25-> DCON SET_Set0 87PContinous as 1,B[115200],F[N,8,1], C[Disable], Cmd [$01E1], Rec [!01]Raw [21 30 31 ]
